station id,water year,year,month,day,daily rain,code,,,,,
361,1958,1957,10,10,0.30,,,,,,
361,1958,1957,10,11,0.08,,,,,,
361,1958,1957,10,13,0.23,,,,,,
361,1958,1957,11,2,0.03,,,,,,
361,1958,1957,11,14,0.12,,,,,,
361,1958,1957,12,4,0.71,,,,,,
361,1958,1957,12,5,0.41,,,,,,
361,1958,1957,12,16,1.10,,,,,,
361,1958,1957,12,18,0.04,,,,,,
361,1958,1958,1,2,0.02,,,,,,
361,1958,1958,1,9,0.08,,,,,,
361,1958,1958,1,10,0.16,,,,,,
361,1958,1958,1,26,1.61,,,,,,
361,1958,1958,1,30,0.17,,,,,,
361,1958,1958,2,2,0.65,,,,,,
361,1958,1958,2,3,0.56,,,,,,
361,1958,1958,2,4,0.34,,,,,,
361,1958,1958,2,6,0.04,,,,,,
361,1958,1958,2,7,0.12,,,,,,
361,1958,1958,2,12,0.42,,,,,,
361,1958,1958,2,18,0.41,,,,,,
361,1958,1958,2,19,1.28,,,,,,
361,1958,1958,2,24,0.84,,,,,,
361,1958,1958,2,25,0.32,,,,,,
361,1958,1958,3,6,0.33,,,,,,
361,1958,1958,3,11,0.38,,,,,,
361,1958,1958,3,12,0.04,,,,,,
361,1958,1958,3,13,0.23,,,,,,
361,1958,1958,3,14,0.17,,,,,,
361,1958,1958,3,15,0.79,,,,,,
361,1958,1958,3,16,0.44,,,,,,
361,1958,1958,3,20,0.53,,,,,,
361,1958,1958,3,21,0.51,,,,,,
361,1958,1958,3,23,0.05,,,,,,
361,1958,1958,3,24,0.05,,,,,,
361,1958,1958,3,27,0.99,,,,,,
361,1958,1958,3,30,0.20,,,,,,
361,1958,1958,3,31,0.31,,,,,,
361,1958,1958,4,1,1.57,,,,,,
361,1958,1958,4,2,0.26,,,,,,
361,1958,1958,4,3,0.51,,,,,,
361,1958,1958,4,4,0.11,,,,,,
361,1958,1958,4,6,1.19,,,,,,
361,1958,1958,4,7,0.15,,,,,,
361,1958,1958,4,30,0.02,,,,,,
361,1958,1958,5,21,0.06,,,,,,
361,1958,1958,5,22,0.11,,,,,,
361,1959,1958,9,7,0.16,,,,,,
361,1959,1958,9,23,0.58,,,,,,
361,1959,1958,11,10,0.05,,,,,,
361,1959,1958,12,27,0.20,,,,,,
361,1959,1959,1,5,2.25,,,,,,
361,1959,1959,1,6,0.10,,,,,,
361,1959,1959,1,10,0.09,,,,,,
361,1959,1959,1,12,0.22,,,,,,
361,1959,1959,2,8,0.14,,,,,,
361,1959,1959,2,9,0.01,,,,,,
361,1959,1959,2,10,0.67,,,,,,
361,1959,1959,2,11,0.51,,,,,,
361,1959,1959,2,12,0.19,,,,,,
361,1959,1959,2,16,0.55,,,,,,
361,1959,1959,2,20,0.40,,,,,,
361,1959,1959,2,21,0.66,,,,,,
361,1959,1959,4,25,0.15,,,,,,
361,1959,1959,8,17,0.02,,,,,,
361,1961,1960,10,5,0.07,,,,,,
361,1961,1960,10,6,1.61,,,,,,
361,1961,1960,11,3,0.18,,,,,,
361,1961,1960,11,4,0.58,,,,,,
361,1961,1960,11,5,0.40,,,,,,
361,1961,1960,11,6,0.12,,,,,,
361,1961,1960,11,12,0.23,,,,,,
361,1961,1960,11,13,0.25,,,,,,
361,1961,1960,11,26,1.03,,,,,,
361,1961,1960,12,1,0.60,,,,,,
361,1961,1960,12,10,0.10,,,,,,
361,1961,1961,1,25,0.51,,,,,,
361,1961,1961,1,26,0.49,,,,,,
361,1961,1961,1,31,0.05,,,,,,
361,1961,1961,2,1,0.07,,,,,,
361,1961,1961,2,3,0.03,,,,,,
361,1961,1961,2,12,0.05,,,,,,
361,1961,1961,3,5,0.05,,,,,,
361,1961,1961,3,14,0.10,,,,,,
361,1961,1961,3,15,0.14,,,,,,
361,1961,1961,3,17,0.11,,,,,,
361,1961,1961,3,24,0.03,,,,,,
361,1961,1961,3,25,0.02,,,,,,
361,1961,1961,4,22,0.12,,,,,,
361,1961,1961,5,6,0.05,,,,,,
361,1961,1961,5,7,0.02,,,,,,
361,1961,1961,6,1,0.10,,,,,,
361,1962,1961,11,11,0.02,,,,,,
361,1962,1961,11,19,0.09,,,,,,
361,1962,1961,11,20,0.80,,,,,,
361,1962,1961,11,25,0.60,,,,,,
361,1962,1961,11,29,0.01,,,,,,
361,1962,1961,12,1,1.92,,,,,,
361,1962,1961,12,2,0.22,,,,,,
361,1962,1961,12,3,0.02,,,,,,
361,1962,1961,12,14,0.11,,,,,,
361,1962,1961,12,15,0.02,,,,,,
361,1962,1962,1,12,0.07,,,,,,
361,1962,1962,1,20,0.44,,,,,,
361,1962,1962,1,21,0.21,,,,,,
361,1962,1962,1,22,0.51,,,,,,
361,1962,1962,1,23,0.09,,,,,,
361,1962,1962,2,7,0.84,,,,,,
361,1962,1962,2,8,0.49,,,,,,
361,1962,1962,2,9,1.22,,,,,,
361,1962,1962,2,10,1.66,,,,,,
361,1962,1962,2,11,1.19,,,,,,
361,1962,1962,2,13,0.17,,,,,,
361,1962,1962,2,14,0.40,,,,,,
361,1962,1962,2,15,0.26,,,,,,
361,1962,1962,2,18,0.66,,,,,,
361,1962,1962,2,19,0.34,,,,,,
361,1962,1962,2,20,0.64,,,,,,
361,1962,1962,2,24,0.05,,,,,,
361,1962,1962,2,25,0.10,,,,,,
361,1962,1962,2,26,0.14,,,,,,
361,1962,1962,3,2,0.11,,,,,,
361,1962,1962,3,5,0.81,,,,,,
361,1962,1962,3,6,0.04,,,,,,
361,1962,1962,3,10,0.05,,,,,,
361,1962,1962,3,14,0.03,,,,,,
361,1962,1962,3,15,0.03,,,,,,
361,1962,1962,3,18,0.10,,,,,,
361,1962,1962,3,19,0.10,,,,,,
361,1962,1962,3,20,0.05,,,,,,
361,1962,1962,3,22,0.13,,,,,,
361,1962,1962,3,23,0.02,,,,,,
361,1962,1962,4,28,0.06,,,,,,
361,1962,1962,5,12,0.04,,,,,,
361,1962,1962,5,16,0.03,,,,,,
361,1962,1962,5,27,0.05,,,,,,
361,1963,1962,10,13,0.13,,,,,,
361,1963,1962,10,14,0.20,,,,,,
361,1963,1962,12,15,0.03,,,,,,
361,1963,1962,12,16,0.73,,,,,,
361,1963,1963,1,29,0.05,,,,,,
361,1963,1963,1,31,0.60,,,,,,
361,1963,1963,2,1,0.47,,,,,,
361,1963,1963,2,9,2.03,,,,,,
361,1963,1963,2,10,0.37,,,,,,
361,1963,1963,2,11,0.02,,,,,,
361,1963,1963,2,12,0.27,,,,,,
361,1963,1963,2,13,0.19,,,,,,
361,1963,1963,3,9,0.09,,,,,,
361,1963,1963,3,14,0.14,,,,,,
361,1963,1963,3,15,0.05,,,,,,
361,1963,1963,3,16,1.18,,,,,,
361,1963,1963,3,22,0.18,,,,,,
361,1963,1963,3,23,0.06,,,,,,
361,1963,1963,3,27,0.42,,,,,,
361,1963,1963,3,28,0.87,,,,,,
361,1963,1963,4,7,0.27,,,,,,
361,1963,1963,4,9,0.14,,,,,,
361,1963,1963,4,13,0.02,,,,,,
361,1963,1963,4,14,0.63,,,,,,
361,1963,1963,4,16,0.15,,,,,,
361,1963,1963,4,17,0.05,,,,,,
361,1963,1963,4,18,0.03,,,,,,
361,1963,1963,4,19,0.15,,,,,,
361,1963,1963,4,20,0.22,,,,,,
361,1963,1963,4,21,0.08,,,,,,
361,1963,1963,4,25,0.51,,,,,,
361,1963,1963,4,26,0.18,,,,,,
361,1963,1963,5,9,0.15,,,,,,
361,1963,1963,6,6,0.02,,,,,,
361,1963,1963,8,8,0.04,,,,,,
361,1964,1963,9,4,0.26,,,,,,
361,1964,1963,9,18,0.04,,,,,,
361,1964,1963,9,19,0.30,,,,,,
361,1964,1963,10,11,0.28,,,,,,
361,1964,1963,10,15,0.28,,,,,,
361,1964,1963,10,16,0.19,,,,,,
361,1964,1963,11,2,0.05,,,,,,
361,1964,1963,11,5,0.29,,,,,,
361,1964,1963,11,6,0.18,,,,,,
361,1964,1963,11,14,0.06,,,,,,
361,1964,1963,11,15,0.14,,,,,,
361,1964,1963,11,19,0.91,,,,,,
361,1964,1963,11,20,0.09,,,,,,
361,1964,1963,11,23,0.05,,,,,,
361,1964,1963,12,8,0.06,,,,,,
361,1964,1963,12,9,0.08,,,,,,
361,1964,1964,1,18,0.23,,,,,,
361,1964,1964,1,19,0.01,,,,,,
361,1964,1964,1,20,0.44,,,,,,
361,1964,1964,1,21,0.39,,,,,,
361,1964,1964,1,22,0.06,,,,,,
361,1964,1964,1,23,0.04,,,,,,
361,1964,1964,2,16,0.02,,,,,,
361,1964,1964,2,28,0.08,,,,,,
361,1964,1964,2,29,0.05,,,,,,
361,1964,1964,3,1,0.11,,,,,,
361,1964,1964,3,2,0.03,,,,,,
361,1964,1964,3,12,0.19,,,,,,
361,1964,1964,3,22,0.61,,,,,,
361,1964,1964,3,23,0.02,,,,,,
361,1964,1964,3,24,0.14,,,,,,
361,1964,1964,3,31,0.64,,,,,,
361,1964,1964,4,1,0.08,,,,,,
361,1964,1964,4,28,0.08,,,,,,
361,1964,1964,5,6,0.11,,,,,,
361,1964,1964,5,16,0.02,,,,,,
361,1964,1964,6,15,0.02,,,,,,
361,1964,1964,7,27,0.06,,,,,,
361,1964,1964,8,31,0.05,,,,,,
361,1965,1964,10,27,0.39,,,,,,
361,1965,1964,10,28,1.58,,,,,,
361,1965,1964,10,29,0.17,,,,,,
361,1965,1964,11,1,0.12,,,,,,
361,1965,1964,11,7,0.04,,,,,,
361,1965,1964,11,8,0.10,,,,,,
361,1965,1964,11,9,0.16,,,,,,
361,1965,1964,11,10,0.68,,,,,,
361,1965,1964,11,11,0.46,,,,,,
361,1965,1964,11,12,0.05,,,,,,
361,1965,1964,12,18,0.01,,,,,,
361,1965,1964,12,19,0.21,,,,,,
361,1965,1964,12,20,0.03,,,,,,
361,1965,1964,12,22,0.03,,,,,,
361,1965,1964,12,23,0.27,,,,,,
361,1965,1964,12,24,0.08,,,,,,
361,1965,1964,12,26,0.05,,,,,,
361,1965,1964,12,27,0.17,,,,,,
361,1965,1964,12,28,0.09,,,,,,
361,1965,1964,12,29,0.13,,,,,,
361,1965,1964,12,30,0.18,,,,,,
361,1965,1964,12,31,0.07,,,,,,
361,1965,1965,1,3,0.04,,,,,,
361,1965,1965,1,4,0.13,,,,,,
361,1965,1965,1,5,0.05,,,,,,
361,1965,1965,1,6,0.02,,,,,,
361,1965,1965,1,7,0.05,,,,,,
361,1965,1965,1,23,0.10,,,,,,
361,1965,1965,1,24,0.03,,,,,,
361,1965,1965,2,5,0.34,,,,,,
361,1965,1965,2,6,0.12,,,,,,
361,1965,1965,3,4,0.30,,,,,,
361,1965,1965,3,6,0.64,,,,,,
361,1965,1965,3,12,0.16,,,,,,
361,1965,1965,3,13,0.22,,,,,,
361,1965,1965,3,31,0.75,,,,,,
361,1965,1965,4,1,0.02,,,,,,
361,1965,1965,4,2,0.35,,,,,,
361,1965,1965,4,3,0.01,,,,,,
361,1965,1965,4,4,0.17,,,,,,
361,1965,1965,4,5,0.05,,,,,,
361,1965,1965,4,6,0.22,,,,,,
361,1965,1965,4,7,0.08,,,,,,
361,1965,1965,4,8,1.05,,,,,,
361,1965,1965,4,9,0.15,,,,,,
361,1965,1965,4,10,0.45,,,,,,
361,1965,1965,4,12,0.20,,,,,,
361,1965,1965,4,13,0.03,,,,,,
361,1966,1965,11,7,2.03,,,,,,
361,1966,1965,11,8,0.51,,,,,,
361,1966,1965,11,16,0.06,,,,,,
361,1966,1965,11,20,0.55,,,,,,
361,1966,1965,11,21,0.12,,,,,,
361,1966,1965,11,22,0.85,,,,,,
361,1966,1965,11,28,0.62,,,,,,
361,1966,1965,12,2,0.17,,,,,,
361,1966,1965,12,3,1.10,,,,,,
361,1966,1965,12,5,0.34,,,,,,
361,1966,1965,12,6,0.54,,,,,,
361,1966,1966,1,26,0.10,,,,,,
361,1966,1966,1,29,0.60,,,,,,
361,1966,1966,1,30,0.30,,,,,,
361,1966,1966,2,1,0.34,,,,,,
361,1966,1966,2,4,0.26,,,,,,
361,1966,1966,2,5,0.30,,,,,,
361,1966,1966,2,6,0.22,,,,,,
361,1966,1966,2,7,0.26,,,,,,
361,1966,1966,2,10,0.09,,,,,,
361,1966,1966,2,26,0.01,,,,,,
361,1966,1966,3,1,0.10,,,,,,
361,1966,1966,3,2,0.11,,,,,,
361,1966,1966,4,9,0.02,,,,,,
361,1966,1966,4,10,0.01,,,,,,
361,1966,1966,7,30,0.02,,,,,,
361,1967,1966,9,29,0.08,,,,,,
361,1967,1966,11,6,0.05,,,,,,
361,1967,1966,11,7,1.07,,,,,,
361,1967,1966,11,8,0.15,,,,,,
361,1967,1966,11,16,0.10,,,,,,
361,1967,1966,11,17,0.05,,,,,,
361,1967,1966,11,19,0.05,,,,,,
361,1967,1966,11,20,0.38,,,,,,
361,1967,1966,11,22,0.03,,,,,,
361,1967,1966,11,28,0.14,,,,,,
361,1967,1966,12,2,0.09,,,,,,
361,1967,1966,12,3,0.60,,,,,,
361,1967,1966,12,5,0.19,,,,,,
361,1967,1966,12,6,0.30,,,,,,
361,1967,1967,1,21,0.20,,,,,,
361,1967,1967,1,22,0.52,,,,,,
361,1967,1967,1,23,0.02,,,,,,
361,1967,1967,1,24,1.24,,,,,,
361,1967,1967,1,25,0.01,,,,,,
361,1967,1967,1,29,0.06,,,,,,
361,1967,1967,1,30,0.15,,,,,,
361,1967,1967,2,24,0.17,,,,,,
361,1967,1967,2,25,0.12,,,,,,
361,1967,1967,3,3,0.02,,,,,,
361,1967,1967,3,4,0.02,,,,,,
361,1967,1967,3,11,0.28,,,,,,
361,1967,1967,3,12,0.17,,,,,,
361,1967,1967,3,13,0.12,,,,,,
361,1967,1967,3,16,0.40,,,,,,
361,1967,1967,3,30,0.27,,,,,,
361,1967,1967,3,31,0.18,,,,,,
361,1967,1967,4,1,0.14,,,,,,
361,1967,1967,4,4,0.44,,,,,,
361,1967,1967,4,6,0.11,,,,,,
361,1967,1967,4,7,0.45,,,,,,
361,1967,1967,4,10,0.29,,,,,,
361,1967,1967,4,11,0.27,,,,,,
361,1967,1967,4,12,0.06,,,,,,
361,1967,1967,4,15,0.04,,,,,,
361,1967,1967,4,17,0.04,,,,,,
361,1967,1967,4,18,0.35,,,,,,
361,1967,1967,4,19,0.23,,,,,,
361,1967,1967,4,21,0.37,,,,,,
361,1967,1967,4,22,0.04,,,,,,
361,1967,1967,4,23,0.24,,,,,,
361,1967,1967,4,24,0.06,,,,,,
361,1967,1967,4,28,0.07,,,,,,
361,1967,1967,4,29,0.09,,,,,,
361,1967,1967,5,9,0.27,,,,,,
361,1967,1967,6,12,0.04,,,,,,
361,1967,1967,6,17,0.02,,,,,,
361,1969,1968,10,11,0.02,,,,,,
361,1969,1968,10,12,0.01,,,,,,
361,1969,1968,10,13,1.05,,,,,,
361,1969,1968,10,14,0.26,,,,,,
361,1969,1968,10,29,0.42,,,,,,
361,1969,1968,11,3,0.19,,,,,,
361,1969,1968,11,15,0.54,,,,,,
361,1969,1968,12,10,0.16,,,,,,
361,1969,1968,12,11,0.04,,,,,,
361,1969,1968,12,14,0.52,,,,,,
361,1969,1968,12,16,0.05,,,,,,
361,1969,1968,12,19,0.03,,,,,,
361,1969,1968,12,20,0.15,,,,,,
361,1969,1968,12,24,0.19,,,,,,
361,1969,1968,12,25,0.20,,,,,,
361,1969,1968,12,26,0.31,,,,,,
361,1969,1968,12,28,0.03,,,,,,
361,1969,1969,1,13,0.79,,,,,,
361,1969,1969,1,14,0.04,,,,,,
361,1969,1969,1,18,0.55,,,,,,
361,1969,1969,1,19,0.78,,,,,,
361,1969,1969,1,21,0.90,,,,,,
361,1969,1969,1,22,0.01,,,,,,
361,1969,1969,1,23,0.17,,,,,,
361,1969,1969,1,24,0.68,,,,,,
361,1969,1969,1,25,0.50,,,,,,
361,1969,1969,1,26,0.44,,,,,,
361,1969,1969,1,27,0.05,,,,,,
361,1969,1969,1,28,0.24,,,,,,
361,1969,1969,1,29,0.02,,,,,,
361,1969,1969,2,5,0.73,,,,,,
361,1969,1969,2,6,0.24,,,,,,
361,1969,1969,2,11,0.15,,,,,,
361,1969,1969,2,12,0.30,,,,,,
361,1969,1969,2,14,0.05,,,,,,
361,1969,1969,2,15,0.43,,,,,,
361,1969,1969,2,17,0.20,,,,,,
361,1969,1969,2,18,0.26,,,,,,
361,1969,1969,2,19,0.22,,,,,,
361,1969,1969,2,21,0.37,,,,,,
361,1969,1969,2,22,0.19,,,,,,
361,1969,1969,2,23,0.55,,,,,,
361,1969,1969,2,24,1.42,,,,,,
361,1969,1969,2,25,0.19,,,,,,
361,1969,1969,2,26,0.10,,,,,,
361,1969,1969,2,28,0.11,,,,,,
361,1969,1969,3,1,0.04,,,,,,
361,1969,1969,3,9,0.13,,,,,,
361,1969,1969,3,10,0.26,,,,,,
361,1969,1969,3,12,0.14,,,,,,
361,1969,1969,3,13,0.02,,,,,,
361,1969,1969,3,20,0.08,,,,,,
361,1969,1969,3,21,0.23,,,,,,
361,1969,1969,4,2,0.52,,,,,,
361,1969,1969,4,5,0.84,,,,,,
361,1969,1969,4,6,0.06,,,,,,
361,1969,1969,5,3,0.08,,,,,,
361,1969,1969,5,4,0.01,,,,,,
361,1970,1969,9,15,0.10,,,,,,
361,1970,1969,10,15,0.01,,,,,,
361,1970,1969,10,16,0.24,,,,,,
361,1970,1969,11,5,0.36,,,,,,
361,1970,1969,11,6,0.44,,,,,,
361,1970,1969,11,7,0.10,,,,,,
361,1970,1969,12,8,0.20,,,,,,
361,1970,1969,12,19,0.14,,,,,,
361,1970,1969,12,20,0.01,,,,,,
361,1970,1969,12,21,0.02,,,,,,
361,1970,1969,12,25,0.13,,,,,,
361,1970,1970,1,9,0.74,,,,,,
361,1970,1970,1,11,0.14,,,,,,
361,1970,1970,1,14,0.02,,,,,,
361,1970,1970,1,15,0.43,,,,,,
361,1970,1970,1,16,0.28,,,,,,
361,1970,1970,1,19,0.05,,,,,,
361,1970,1970,2,9,0.02,,,,,,
361,1970,1970,2,10,0.17,,,,,,
361,1970,1970,2,11,0.01,,,,,,
361,1970,1970,2,13,0.03,,,,,,
361,1970,1970,2,16,0.03,,,,,,
361,1970,1970,2,17,0.04,,,,,,
361,1970,1970,2,27,0.11,,,,,,
361,1970,1970,2,28,1.53,,,,,,
361,1970,1970,3,1,0.46,,,,,,
361,1970,1970,3,2,0.35,,,,,,
361,1970,1970,3,5,0.61,,,,,,
361,1970,1970,3,11,0.04,,,,,,
361,1970,1970,4,14,0.02,,,,,,
361,1971,1970,10,20,0.07,,,,,,
361,1971,1970,11,4,0.30,,,,,,
361,1971,1970,11,25,0.88,,,,,,
361,1971,1970,11,26,0.05,,,,,,
361,1971,1970,11,28,0.27,,,,,,
361,1971,1970,11,29,0.45,,,,,,
361,1971,1970,12,2,0.20,,,,,,
361,1971,1970,12,16,0.39,,,,,,
361,1971,1970,12,17,0.24,,,,,,
361,1971,1970,12,18,0.60,,,,,,
361,1971,1970,12,19,0.07,,,,,,
361,1971,1970,12,20,0.57,,,,,,
361,1971,1970,12,21,0.73,,,,,,
361,1971,1970,12,22,0.04,,,,,,
361,1971,1970,12,26,0.04,,,,,,
361,1971,1971,1,1,0.20,,,,,,
361,1971,1971,1,2,0.30,,,,,,
361,1971,1971,1,11,0.01,,,,,,
361,1971,1971,1,12,0.29,,,,,,
361,1971,1971,1,13,0.21,,,,,,
361,1971,1971,2,16,0.05,,,,,,
361,1971,1971,2,17,0.05,,,,,,
361,1971,1971,2,19,0.03,,,,,,
361,1971,1971,3,12,0.27,,,,,,
361,1971,1971,3,13,0.02,,,,,,
361,1971,1971,4,13,0.42,,,,,,
361,1971,1971,4,14,0.42,,,,,,
361,1971,1971,4,17,0.05,,,,,,
361,1971,1971,5,2,0.09,,,,,,
361,1971,1971,5,7,0.03,,,,,,
361,1971,1971,5,28,0.66,,,,,,
361,1972,1971,10,16,0.04,,,,,,
361,1972,1971,10,17,0.06,,,,,,
361,1972,1971,11,11,0.22,,,,,,
361,1972,1971,11,12,0.18,,,,,,
361,1972,1971,11,28,0.10,,,,,,
361,1972,1971,11,29,0.23,,,,,,
361,1972,1971,12,12,0.14,,,,,,
361,1972,1971,12,21,0.25,,,,,,
361,1972,1971,12,22,0.53,,,,,,
361,1972,1971,12,23,0.04,,,,,,
361,1972,1971,12,24,0.11,,,,,,
361,1972,1971,12,25,0.42,,,,,,
361,1972,1971,12,26,0.65,,,,,,
361,1972,1971,12,27,0.24,,,,,,
361,1972,1971,12,28,0.15,,,,,,
361,1972,1972,1,26,0.10,,,,,,
361,1972,1972,2,4,0.17,,,,,,
361,1972,1972,2,5,0.03,,,,,,
361,1972,1972,2,22,0.12,,,,,,
361,1972,1972,4,11,0.10,,,,,,
361,1973,1972,10,12,0.83,,,,,,
361,1973,1972,10,15,0.05,,,,,,
361,1973,1972,11,4,0.35,,,,,,
361,1973,1972,11,10,0.23,,,,,,
361,1973,1972,11,11,0.10,,,,,,
361,1973,1972,11,13,0.10,,,,,,
361,1973,1972,11,14,0.96,,,,,,
361,1973,1972,11,15,0.64,,,,,,
361,1973,1972,11,16,0.50,,,,,,
361,1973,1972,12,4,0.45,,,,,,
361,1973,1972,12,6,0.35,,,,,,
361,1973,1972,12,7,0.11,,,,,,
361,1973,1972,12,8,0.17,,,,,,
361,1973,1973,1,3,0.05,,,,,,
361,1973,1973,1,8,0.44,,,,,,
361,1973,1973,1,9,0.15,,,,,,
361,1973,1973,1,16,0.77,,,,,,
361,1973,1973,1,19,2.15,,,,,,
361,1973,1973,1,25,0.08,,,,,,
361,1973,1973,1,29,0.15,,,,,,
361,1973,1973,1,30,0.40,,,,,,
361,1973,1973,2,3,0.52,,,,,,
361,1973,1973,2,4,0.04,,,,,,
361,1973,1973,2,5,0.10,,,,,,
361,1973,1973,2,6,0.24,,,,,,
361,1973,1973,2,7,0.28,,,,,,
361,1973,1973,2,10,1.02,,,,,,
361,1973,1973,2,11,0.85,,,,,,
361,1973,1973,2,12,0.32,,,,,,
361,1973,1973,2,13,0.03,,,,,,
361,1973,1973,2,14,0.05,,,,,,
361,1973,1973,2,15,0.03,,,,,,
361,1973,1973,2,23,0.04,,,,,,
361,1973,1973,2,24,0.26,,,,,,
361,1973,1973,2,27,0.55,,,,,,
361,1973,1973,2,28,0.19,,,,,,
361,1973,1973,3,3,0.05,,,,,,
361,1973,1973,3,4,0.12,,,,,,
361,1973,1973,3,6,0.13,,,,,,
361,1973,1973,3,8,0.18,,,,,,
361,1973,1973,3,10,0.02,,,,,,
361,1973,1973,3,11,0.42,,,,,,
361,1973,1973,3,19,0.83,,,,,,
361,1973,1973,3,20,0.38,,,,,,
361,1973,1973,3,21,0.29,,,,,,
361,1973,1973,3,22,0.02,,,,,,
361,1973,1973,5,14,0.01,,,,,,
361,1974,1973,10,7,0.19,,,,,,
361,1974,1973,10,8,0.01,,,,,,
361,1974,1973,10,23,0.10,,,,,,
361,1974,1973,11,12,0.50,,,,,,
361,1974,1973,11,14,0.08,,,,,,
361,1974,1973,11,16,0.10,,,,,,
361,1974,1973,11,18,0.50,,,,,,
361,1974,1973,11,22,0.53,,,,,,
361,1974,1973,11,30,0.23,,,,,,
361,1974,1973,12,1,0.72,,,,,,
361,1974,1973,12,21,0.36,,,,,,
361,1974,1973,12,27,0.16,,,,,,
361,1974,1973,12,31,0.08,,,,,,
361,1974,1974,1,1,0.15,,,,,,
361,1974,1974,1,4,1.36,,,,,,
361,1974,1974,1,5,0.10,,,,,,
361,1974,1974,1,6,0.22,,,,,,
361,1974,1974,1,7,1.35,,,,,,
361,1974,1974,1,11,0.17,,,,,,
361,1974,1974,1,12,0.17,,,,,,
361,1974,1974,1,17,0.80,,,,,,
361,1974,1974,1,20,0.05,,,,,,
361,1974,1974,2,19,0.15,,,,,,
361,1974,1974,3,1,0.80,,,,,,
361,1974,1974,3,2,0.05,,,,,,
361,1974,1974,3,3,0.15,,,,,,
361,1974,1974,3,7,0.40,,,,,,
361,1974,1974,3,8,0.05,,,,,,
361,1974,1974,3,25,0.20,,,,,,
361,1974,1974,3,26,0.48,,,,,,
361,1974,1974,3,27,0.02,,,,,,
361,1974,1974,3,28,0.21,,,,,,
361,1974,1974,3,30,0.65,,,,,,
361,1974,1974,4,1,0.45,,,,,,
361,1974,1974,4,2,0.03,,,,,,
361,1974,1974,4,9,0.14,,,,,,
361,1974,1974,4,23,0.05,,,,,,
361,1974,1974,4,24,0.05,,,,,,
361,1975,1974,10,27,0.03,,,,,,
361,1975,1974,10,28,0.62,,,,,,
361,1975,1974,10,29,0.10,,,,,,
361,1975,1974,10,31,0.05,,,,,,
361,1975,1974,11,21,0.15,,,,,,
361,1975,1974,12,4,3.21,,,,,,
361,1975,1974,12,28,0.78,,,,,,
361,1975,1974,12,29,0.28,,,,,,
361,1975,1974,12,31,0.15,,,,,,
361,1975,1975,1,6,0.02,,,,,,
361,1975,1975,1,8,0.10,,,,,,
361,1975,1975,1,31,0.05,,,,,,
361,1975,1975,2,1,0.10,,,,,,
361,1975,1975,2,2,1.30,,,,,,
361,1975,1975,2,3,0.24,,,,,,
361,1975,1975,2,4,0.33,,,,,,
361,1975,1975,2,8,0.01,,,,,,
361,1975,1975,2,9,0.14,,,,,,
361,1975,1975,2,10,0.05,,,,,,
361,1975,1975,2,13,0.05,,,,,,
361,1975,1975,3,5,0.22,,,,,,
361,1975,1975,3,6,0.19,,,,,,
361,1975,1975,3,7,1.62,,,,,,
361,1975,1975,3,8,0.16,,,,,,
361,1975,1975,3,10,0.19,,,,,,
361,1975,1975,3,11,0.15,,,,,,
361,1975,1975,3,14,0.28,,,,,,
361,1975,1975,3,16,0.06,,,,,,
361,1975,1975,3,22,0.10,,,,,,
361,1975,1975,3,25,0.08,,,,,,
361,1975,1975,4,6,0.23,,,,,,
361,1975,1975,4,8,0.15,,,,,,
361,1975,1975,4,15,0.04,,,,,,
361,1975,1975,4,16,0.27,,,,,,
361,1975,1975,4,24,0.03,,,,,,
361,1975,1975,4,25,0.01,,,,,,
361,1976,1975,10,7,0.17,,,,,,
361,1976,1975,10,10,0.18,,,,,,
361,1976,1975,10,11,0.12,,,,,,
361,1976,1975,10,26,0.05,,,,,,
361,1976,1975,10,30,0.20,,,,,,
361,1976,1975,11,26,0.01,,,,,,
361,1976,1975,11,28,0.13,,,,,,
361,1976,1975,12,12,0.18,,,,,,
361,1976,1976,2,4,0.08,,,,,,
361,1976,1976,2,5,0.22,,,,,,
361,1976,1976,2,6,0.15,,,,,,
361,1976,1976,2,7,0.13,,,,,,
361,1976,1976,2,8,1.55,,,,,,
361,1976,1976,2,9,0.76,,,,,,
361,1976,1976,2,10,0.07,,,,,,
361,1976,1976,2,14,0.15,,,,,,
361,1976,1976,2,19,0.05,,,,,,
361,1976,1976,2,23,0.04,,,,,,
361,1976,1976,2,29,0.29,,,,,,
361,1976,1976,3,1,0.08,,,,,,
361,1976,1976,3,2,0.66,,,,,,
361,1976,1976,3,3,0.09,,,,,,
361,1976,1976,4,3,0.03,,,,,,
361,1976,1976,4,7,0.02,,,,,,
361,1976,1976,4,8,0.30,,,,,,
361,1976,1976,4,10,0.06,,,,,,
361,1976,1976,4,12,0.53,,,,,,
361,1976,1976,4,13,0.11,,,,,,
361,1976,1976,4,15,0.03,,,,,,
361,1976,1976,6,10,0.38,,,,,,
361,1976,1976,8,18,0.05,,,,,,
361,1976,1976,8,19,0.47,,,,,,
361,1977,1976,9,10,0.69,,,,,,
361,1977,1976,9,11,0.18,,,,,,
361,1977,1976,9,28,1.09,,,,,,
361,1977,1976,9,29,0.03,,,,,,
361,1977,1976,10,1,0.02,,,,,,
361,1977,1976,11,11,0.09,,,,,,
361,1977,1976,11,14,0.05,,,,,,
361,1977,1976,12,30,0.35,,,,,,
